2.60159,0.740907,1
1.17477,-0.498961,1
0.697977,1.11926,1
1.18898,1.45818,1
-1.36984,1.39497,1
0.335508,1.0442,1
0.828752,0.363743,1
0.235148,2.73126,1
1.14535,1.70315,1
2.20412,1.09367,1
0.30804,1.26102,1
0.297974,2.68143,1
1.27417,1.1752,1
2.18623,0.136936,1
1.68103,2.31654,1
1.82837,1.94256,1
1.2091,0.410282,1
1.29442,1.86046,1
-0.668783,0.533127,1
2.57662,0.868258,1
0.0776838,0.208288,1
0.558037,-0.0472978,1
0.967608,1.95537,1
1.91976,1.01028,1
1.18042,-1.00411,1
1.32862,0.995933,1
0.75905,0.578316,1
1.01476,-1.41841,1
0.764222,1.43769,1
2.97919,-1.36553,1
1.74246,1.76713,1
1.08725,0.90029,1
1.93864,1.3302,1
1.94454,1.90131,1
-0.0444784,0.241796,1
-1.18843,1.19498,1
1.29466,2.11891,1
0.70537,2.14445,1
-0.58269,0.419531,1
3.30896,-0.985785,1
0.4378,0.150119,1
-0.152689,1.23852,1
4.26738,0.855848,1
1.13468,1.9641,1
1.3862,2.05803,1
0.479706,0.56073,1
1.3979,0.315108,1
0.542382,0.747799,1
0.0369843,0.449357,1
1.79939,1.3141,1
0.132893,1.44971,1
-0.521702,-0.49624,1
0.999131,-0.182625,1
1.28467,2.12833,1
1.10575,1.53447,1
1.18345,-0.149645,1
1.25209,0.952414,1
-0.108749,1.20089,1
-0.672263,0.922514,1
0.956567,1.55677,1
0.681552,0.744333,1
-0.464955,2.04771,1
0.138021,1.34927,1
1.48618,2.2114,1
-0.64233,0.846498,1
0.52771,-0.266214,1
0.774774,-0.0969138,1
1.59243,0.881262,1
0.377866,0.804686,1
0.601351,0.410943,1
2.47349,0.767425,1
-1.0471,0.351082,1
1.62228,-0.168488,1
1.27022,1.61528,1
0.58905,1.59348,1
-2.29764,1.68343,1
1.38428,2.21555,1
2.60651,0.762926,1
1.47333,1.1392,1
0.763483,2.26581,1
2.05022,2.12372,1
1.76591,0.540626,1
3.96392,2.14315,1
0.10685,0.806374,1
1.20482,2.00537,1
0.564161,2.66996,1
1.68296,1.39884,1
1.92561,1.63571,1
2.011,1.06544,1
0.937967,0.264607,1
2.84143,0.9046,1
2.13622,2.23359,1
1.13656,-0.12115,1
0.974158,1.25469,1
-0.452332,0.724426,1
-0.988775,1.15822,1
2.00374,0.841418,1
0.853599,2.38271,1
0.431146,-0.217008,1
2.53022,2.36443,1
1.89794,1.74678,1
-0.748932,0.204216,1
2.16078,2.14849,1
0.560015,1.50221,1
1.53618,1.8436,1
2.30798,1.64195,1
0.350743,0.35005,1
0.269368,0.806107,1
0.2946,-0.477995,1
1.98409,-0.105949,1
1.67242,1.68942,1
0.411039,-0.654648,1
0.441674,1.69746,1
-0.020732,0.714016,1
1.37265,-0.192056,1
1.31803,0.668498,1
0.771,0.657565,1
-0.241293,1.59597,1
1.65079,1.9787,1
1.81861,2.05512,1
2.44086,2.1341,1
0.395471,1.13386,1
-0.0832161,0.280922,1
1.35513,0.320138,1
2.5911,1.1583,1
2.31257,3.14225,1
-0.0243941,2.22079,1
0.813388,0.823134,1
0.953444,2.14281,1
2.32209,1.23987,1
2.12669,0.13261,1
-0.114742,1.08727,1
-0.694435,1.78892,1
1.70572,-1.69868,1
-0.36648,0.264657,1
-1.14329,-0.0644889,1
0.490201,-1.37239,1
0.794314,0.606965,1
0.284071,-0.352501,1
2.17533,2.2058,1
1.10753,2.76392,1
1.07419,1.14947,1
0.937492,1.70004,1
-0.958775,0.565677,1
1.22418,3.10981,1
-0.518081,2.63364,1
2.29483,-0.188897,1
3.69179,2.47191,1
-0.337342,1.84686,1
1.09141,1.82787,1
0.529455,1.63907,1
2.87161,0.573167,1
0.18172,1.49917,1
2.74652,0.467526,1
1.49611,2.51509,1
0.173914,1.95113,1
0.991441,0.165531,1
1.80708,1.70352,1
0.982787,0.866343,1
3.586,1.56359,1
0.25981,1.07523,1
0.491025,-0.311684,1
-0.387329,2.54073,1
1.97018,2.27679,1
1.31137,-0.76953,1
2.14703,0.534953,1
2.11282,-0.135126,1
1.11655,2.5341,1
2.05146,0.0462138,1
0.35123,0.967957,1
-1.7835,2.2988,1
0.822052,-0.162886,1
0.479757,1.81098,1
2.7285,1.68717,1
2.22649,-0.142954,1
-1.36085,0.800483,1
1.50454,2.58277,1
2.96553,1.39749,1
-0.571519,2.20627,1
1.2767,0.0381768,1
1.06928,1.59503,1
0.566806,2.02368,1
-0.548364,0.528497,1
0.214363,1.80164,1
2.85493,0.541649,1
-0.214701,1.85048,1
0.686301,0.762381,1
0.00613621,1.12085,1
2.96825,-0.348856,1
0.457057,1.24373,1
0.599013,2.0812,1
0.966422,2.57196,1
0.346599,2.25293,1
0.999701,2.66871,1
2.14411,2.20909,1
0.297269,0.274044,1
1.79924,2.94853,1
2.38236,-0.52371,1
0.25778,0.281758,1
1.46223,-0.00919061,1
1.49096,0.315681,1
0.624374,1.13451,1
0.692247,3.35482,1
1.66419,2.57533,1
0.994838,0.326002,1
-1.75127,1.90385,1
0.952636,1.39506,1
0.618925,-1.01938,1
0.637905,2.62915,1
0.528503,0.474159,1
0.8347,1.57018,1
1.09561,-0.233903,1
